Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1987","1987","kg/ha","13333.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1987","1987","t","32987","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1988","1988","ha","2969","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1988","1988","kg/ha","12125","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1988","1988","t","35999","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1989","1989","ha","2419","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1989","1989","kg/ha","11997.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1989","1989","t","29021","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1990","1990","ha","2758","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1990","1990","kg/ha","8470.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1990","1990","t","23361","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1991","1991","ha","3139","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1991","1991","kg/ha","8743.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1991","1991","t","27447","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1992","1992","ha","2583","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1992","1992","kg/ha","8651.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1992","1992","t","22346","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1993","1993","ha","2822","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1993","1993","kg/ha","11069.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1993","1993","t","31239","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1994","1994","ha","3053","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1994","1994","kg/ha","8436.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1994","1994","t","25758","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1995","1995","ha","2891","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1995","1995","kg/ha","7617.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1995","1995","t","22023","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1996","1996","ha","2980","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1996","1996","kg/ha","9643","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1996","1996","t","28736","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1997","1997","ha","2924","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1997","1997","kg/ha","10945.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1997","1997","t","32005","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1998","1998","ha","3000","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1998","1998","kg/ha","12166.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1998","1998","t","36500","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","1999","1999","ha","3069","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","1999","1999","kg/ha","11405.2","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","1999","1999","t","35000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2000","2000","ha","2956","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2000","2000","kg/ha","11693.6","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2000","2000","t","34562.29","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2001","2001","ha","2963","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2001","2001","kg/ha","11904.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2001","2001","t","35268.61","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2002","2002","ha","2988","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2002","2002","kg/ha","12171.1","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2002","2002","t","36362.05","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2003","2003","ha","3001","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2003","2003","kg/ha","12449.1","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2003","2003","t","37364.6","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2004","2004","ha","3016","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2004","2004","kg/ha","12719.6","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2004","2004","t","38363.27","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2005","2005","ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2005","2005","kg/ha","13571.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2005","2005","t","38000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2006","2006","ha","3087","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2006","2006","kg/ha","13188.3","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2006","2006","t","40712","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2007","2007","ha","2850","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2007","2007","kg/ha","13334.5","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2007","2007","t","38000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2008","2008","ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2008","2008","kg/ha","13333.3","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2008","2008","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2009","2009","ha","3159","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2009","2009","kg/ha","12274.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2009","2009","t","38775","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2010","2010","ha","3177","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2010","2010","kg/ha","15814","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2010","2010","t","50241","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2011","2011","ha","5768","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2011","2011","kg/ha","14347.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2011","2011","t","82756","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2012","2012","ha","3160","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2012","2012","kg/ha","15913","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2012","2012","t","50285","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2013","2013","ha","3155","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2013","2013","kg/ha","13548.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2013","2013","t","42746","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2014","2014","ha","5858","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2014","2014","kg/ha","12802.5","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2014","2014","t","75000","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2015","2015","ha","9787","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2015","2015","kg/ha","12217.2","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2015","2015","t","119570.99","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2016","2016","ha","16524","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2016","2016","kg/ha","10508.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2016","2016","t","173645","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2017","2017","ha","15063","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2017","2017","kg/ha","10839.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2017","2017","t","163271","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2018","2018","ha","38980","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2018","2018","kg/ha","18292.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2018","2018","t","713030","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2019","2019","ha","44550","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2019","2019","kg/ha","16051.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2019","2019","t","715090","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","52220","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","kg/ha","16054","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","838340","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2021","2021","ha","58240","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2021","2021","kg/ha","14407.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2021","2021","t","839080","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2022","2022","ha","57990","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2022","2022","kg/ha","12867.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","746200","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2023","2023","ha","57740","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","14598","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01319","Other tropical fruits, n.e.c.","2023","2023","t","842890","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1961","1961","ha","1230462","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1961","1961","kg/ha","11358.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1961","1961","t","13976114","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1962","1962","ha","1256850","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1962","1962","kg/ha","11493.8","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1962","1962","t","14445945","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1963","1963","ha","1269559","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1963","1963","kg/ha","11439.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1963","1963","t","14522946","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1964","1964","ha","1193342","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1964","1964","kg/ha","13686.1","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1964","1964","t","16332153","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1965","1965","ha","1160845","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1965","1965","kg/ha","13156.9","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1965","1965","t","15273176","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1966","1966","ha","1134008","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1966","1966","kg/ha","13722.8","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1966","1966","t","15561760","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1967","1967","ha","1105586","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1967","1967","kg/ha","14518.5","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1967","1967","t","16051503","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1968","1968","ha","1096532","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1968","1968","kg/ha","14083.7","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1968","1968","t","15443213","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1969","1969","ha","1087156","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1969","1969","kg/ha","14029","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1969","1969","t","15251685","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1970","1970","ha","1272923","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1970","1970","kg/ha","12144.8","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1970","1970","t","15459369","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1971","1971","ha","1055935","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1971","1971","kg/ha","14167.9","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1971","1971","t","14960431","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1972","1972","ha","1037343","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1972","1972","kg/ha","13783.8","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1972","1972","t","14298538","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1973","1973","ha","1030537","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1973","1973","kg/ha","14946.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1973","1973","t","15402844","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1974","1974","ha","1017318","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1974","1974","kg/ha","15022.5","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1974","1974","t","15282644","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1975","1975","ha","1017171","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1975","1975","kg/ha","14636.9","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1975","1975","t","14888195","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1976","1976","ha","936099","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1976","1976","kg/ha","16117.5","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1976","1976","t","15087601","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1977","1977","ha","965393","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1977","1977","kg/ha","17029.3","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1977","1977","t","16439968","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1978","1978","ha","988497","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1978","1978","kg/ha","16417","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1978","1978","t","16228144","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1979","1979","ha","971127","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1979","1979","kg/ha","16743.1","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1979","1979","t","16259666","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1980","1980","ha","1065832","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1980","1980","kg/ha","15504.9","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1980","1980","t","16525590","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1981","1981","ha","1038310","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1981","1981","kg/ha","16053.2","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1981","1981","t","16668182","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1982","1982","ha","1042307","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1982","1982","kg/ha","16850.6","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1982","1982","t","17563509","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1983","1983","ha","1026763","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1983","1983","kg/ha","16477.2","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1983","1983","t","16918218","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1984","1984","ha","995388","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1984","1984","kg/ha","17191.7","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1984","1984","t","17112411","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1985","1985","ha","996191","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1985","1985","kg/ha","16752.4","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1985","1985","t","16688596","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1986","1986","ha","938333","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1986","1986","kg/ha","18036.9","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1986","1986","t","16924648","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1987","1987","ha","979402","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1987","1987","kg/ha","16393.3","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1987","1987","t","16055619","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1988","1988","ha","981645","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1988","1988","kg/ha","16860","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1988","1988","t","16550509","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1989","1989","ha","994425","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1989","1989","kg/ha","15514.9","E","Estimated value",""
